PRIOR,COV,LIK,METRIC,MEDIAN,LOW,HIGH
GP1,ExpQ,BBin,CHS,28.52421700354484,0.0,0.0
GP1,ExpQ,BBin,DBS,0.5926268774525408,0.0,0.0
GP2,Exp,Bin,LPPD,-3331.900209079282,-3558.800693040702,-2581.5723601027453
GP2,Exp,Bin,LOSS,1930.7588929288186,1895.67628865642,1992.1284834288804
GP2,Exp,Bin,LOO,3648.5145965267434,1968.9845895727804,5328.044603480706
GP2,Exp,Bin,WAIC,3834.513664671331,2108.570232075869,5560.4570972667925
GP2,Exp,Bin,SLH,0.14067445358994443,0.0,0.0
GP2,Exp,Bin,CHS,15.595501494878901,0.0,0.0
GP2,Exp,Bin,DBS,1.4370399186253882,0.0,0.0
GP2,Exp,BBin,LPPD,226.72569814109934,212.980548738514,233.28436158979042
GP2,Exp,BBin,LOSS,958.5064176873083,946.2941098179377,973.5251015184195
GP2,Exp,BBin,LOO,1508.0838301996348,1349.1836743108693,1666.9839860884003
GP2,Exp,BBin,WAIC,1487.3245779417423,1328.9056533179942,1645.7435025654904
GP2,Exp,BBin,SLH,0.5190959118998024,0.0,0.0
GP2,Exp,BBin,CHS,28.52421700354484,0.0,0.0
GP2,Exp,BBin,DBS,0.5926268774525408,0.0,0.0
GP2,Mat32,Bin,LPPD,-2391.3864386324294,-2595.122971073942,-2151.9628872552794
GP2,Mat32,Bin,LOSS,2040.0792155767076,2001.0360098281342,2110.5752963184536
GP2,Mat32,Bin,LOO,4140.372388240598,2396.426253289789,5884.318523191408
GP2,Mat32,Bin,WAIC,5954.086879897041,2421.1596361125926,9487.01412368149
GP2,Mat32,Bin,SLH,0.09180932772617076,0.0,0.0
GP2,Mat32,Bin,CHS,4.5601787179064655,0.0,0.0
GP2,Mat32,Bin,DBS,1.8400672690077715,0.0,0.0
GP2,Mat32,BBin,LPPD,232.85248047589505,220.61392250378518,239.66045732259875
GP2,Mat32,BBin,LOSS,960.3824932654966,947.7174327619946,976.1364127167828
GP2,Mat32,BBin,LOO,1492.8777851511534,1323.5933899808167,1662.16218032149
GP2,Mat32,BBin,WAIC,1478.7649267312709,1313.6052313327432,1643.9246221297985
GP2,Mat32,BBin,SLH,0.5338635561260646,0.0,0.0
GP2,Mat32,BBin,CHS,28.107651446210124,0.0,0.0
GP2,Mat32,BBin,DBS,0.4852238319734913,0.0,0.0
GP2,Mat52,Bin,LPPD,-2637.9381141735057,-2831.580234580769,-1952.898290174665
GP2,Mat52,Bin,LOSS,2023.4534348263646,1986.6843995314114,2080.9848233858606
GP2,Mat52,Bin,LOO,3927.7778345019988,2352.001959423825,5503.553709580172
GP2,Mat52,Bin,WAIC,4395.2310497040535,2787.4920798634466,6002.97001954466
GP2,Mat52,Bin,SLH,0.3751179510749882,0.0,0.0
GP2,Mat52,Bin,CHS,21.136880993490994,0.0,0.0
GP2,Mat52,Bin,DBS,1.5193944540133317,0.0,0.0
GP2,Mat52,BBin,LPPD,231.64328905124162,216.54253675680076,240.17005054016505
GP2,Mat52,BBin,LOSS,961.3981827404491,948.6501783566874,976.9362780126592
GP2,Mat52,BBin,LOO,1510.901895246342,1332.3973466443051,1689.406443848379
GP2,Mat52,BBin,WAIC,1485.5174504965269,1319.8876391877889,1651.1472618052649
GP2,Mat52,BBin,SLH,0.5338635561260646,0.0,0.0
GP2,Mat52,BBin,CHS,28.107651446210124,0.0,0.0
GP2,Mat52,BBin,DBS,0.4852238319734913,0.0,0.0
GP2,ExpQ,Bin,LPPD,-3085.6901215623666,-3400.31649512552,-2381.8707508825332
GP2,ExpQ,Bin,LOSS,2020.0965385304733,1980.0774555772368,2093.756193533458
GP2,ExpQ,Bin,LOO,4016.099169583511,2377.8804368794536,5654.317902287568
GP2,ExpQ,Bin,WAIC,4702.571518159163,2915.0848747897635,6490.058161528563
GP2,ExpQ,Bin,SLH,0.17410952169160618,0.0,0.0
GP2,ExpQ,Bin,CHS,15.572215080352896,0.0,0.0
GP2,ExpQ,Bin,DBS,1.3895937201198458,0.0,0.0
GP2,ExpQ,BBin,LPPD,230.56077501154732,213.47064318389192,239.8301619090001
GP2,ExpQ,BBin,LOSS,963.2198751357582,950.5702324283181,979.0296230923583
GP2,ExpQ,BBin,LOO,1498.4067404424898,1329.47296010442,1667.3405207805595
GP2,ExpQ,BBin,WAIC,1480.7217708262597,1318.0687123811101,1643.3748292714092
GP2,ExpQ,BBin,SLH,0.5338635561260646,0.0,0.0
GP2,ExpQ,BBin,CHS,28.107651446210124,0.0,0.0
GP2,ExpQ,BBin,DBS,0.4852238319734913,0.0,0.0
GP3,Exp,Bin,LPPD,-3468.4475132327416,-4182.09950511046,-3354.059804297023
GP3,Exp,Bin,LOSS,1760.996294203414,1743.3760662072136,1787.1709114098135
GP3,Exp,Bin,LOO,3495.9343717147563,1927.1244499630732,5064.74429346644
GP3,Exp,Bin,WAIC,3626.9920650401464,2058.3244590354543,5195.659671044838
GP3,Exp,Bin,SLH,0.21169827242318934,0.0,0.0
GP3,Exp,Bin,CHS,11.03822544300842,0.0,0.0
GP3,Exp,Bin,DBS,1.282999254580292,0.0,0.0
GP3,Exp,BBin,LPPD,209.53041830639674,193.92528207989753,216.3289966202153
GP3,Exp,BBin,LOSS,802.1725461262611,794.7302890001508,813.8634902538436
GP3,Exp,BBin,LOO,1568.8770242221271,1408.9857084104078,1728.7683400338465
GP3,Exp,BBin,WAIC,1566.3676767241482,1406.7122696017188,1726.0230838465775
GP3,Exp,BBin,SLH,0.4297525810497845,0.0,0.0
GP3,Exp,BBin,CHS,22.069470516589053,0.0,0.0
GP3,Exp,BBin,DBS,0.908149097329536,0.0,0.0
GP3,Mat32,Bin,LPPD,-3666.18285414181,-3747.2530618798473,-2978.846460994274
GP3,Mat32,Bin,LOSS,2060.246806516031,2043.1428748412798,2085.145199311128
GP3,Mat32,Bin,LOO,4142.835928661744,2442.5983430776773,5843.073514245811
GP3,Mat32,Bin,WAIC,4520.509536428155,2706.5718168405983,6334.447256015712
GP3,Mat32,Bin,SLH,0.1382285307504425,0.0,0.0
GP3,Mat32,Bin,CHS,6.510894281999366,0.0,0.0
GP3,Mat32,Bin,DBS,1.9550045475643927,0.0,0.0
GP3,Mat32,BBin,LPPD,225.63620481921632,211.8459835895193,233.8277002719546
GP3,Mat32,BBin,LOSS,782.1585082386298,773.4277571580013,796.0910530260021
GP3,Mat32,BBin,LOO,1479.3790503842042,1324.4231817295142,1634.3349190388942
GP3,Mat32,BBin,WAIC,1473.879828724115,1319.8785302173849,1627.881127230845
GP3,Mat32,BBin,SLH,0.5190959118998024,0.0,0.0
GP3,Mat32,BBin,CHS,28.524217003544834,0.0,0.0
GP3,Mat32,BBin,DBS,0.5926268774525408,0.0,0.0
GP3,Mat52,Bin,LPPD,-2658.023113884252,-2781.815108450888,-1948.7973518375475
GP3,Mat52,Bin,LOSS,2118.304972465111,2102.780948981322,2142.862523369855
GP3,Mat52,Bin,LOO,4345.242337499486,2725.8749994460845,5964.609675552887
GP3,Mat52,Bin,WAIC,4825.818430554984,3125.4251077268095,6526.211753383159
GP3,Mat52,Bin,SLH,0.3838982460260205,0.0,0.0
GP3,Mat52,Bin,CHS,26.624479356843818,0.0,0.0
GP3,Mat52,Bin,DBS,1.1957826608647726,0.0,0.0
GP3,Mat52,BBin,LPPD,223.5298753658097,207.04589240283158,232.52667619646957
GP3,Mat52,BBin,LOSS,784.63345879012,775.3592832413508,798.2718382255701
GP3,Mat52,BBin,LOO,1492.6801915289896,1336.1530456393364,1649.2073374186427
GP3,Mat52,BBin,WAIC,1484.4910944370863,1329.6532615976284,1639.3289272765442
GP3,Mat52,BBin,SLH,0.5190959118998024,0.0,0.0
GP3,Mat52,BBin,CHS,28.524217003544834,0.0,0.0
GP3,Mat52,BBin,DBS,0.5926268774525408,0.0,0.0
GP3,ExpQ,Bin,LPPD,-1394.1279729636567,-1486.6755980291118,-696.2696735319432
GP3,ExpQ,Bin,LOSS,1957.2027819288146,1938.696388904195,1984.8293570563349
GP3,ExpQ,Bin,LOO,3764.316143579058,2145.4406642792055,5383.1916228789105
GP3,ExpQ,Bin,WAIC,3978.595726039192,2328.7723423068837,5628.4191097715
GP3,ExpQ,Bin,SLH,0.2603753780929826,0.0,0.0
GP3,ExpQ,Bin,CHS,6.636109556061939,0.0,0.0
GP3,ExpQ,Bin,DBS,2.1163632681121207,0.0,0.0
GP3,ExpQ,BBin,LPPD,220.32618425705468,204.43139221634223,229.01726130347384
GP3,ExpQ,BBin,LOSS,787.6572699171312,778.4089354235801,801.2267520872906
GP3,ExpQ,BBin,LOO,1511.7481621544546,1357.4372011049459,1666.0591232039633
GP3,ExpQ,BBin,WAIC,1503.4551847892192,1350.7333504387389,1656.1770191396995
GP3,ExpQ,BBin,SLH,0.5190959118998024,0.0,0.0
GP3,ExpQ,BBin,CHS,28.524217003544834,0.0,0.0
GP3,ExpQ,BBin,DBS,0.5926268774525408,0.0,0.0
