REP,NCLUSTERS,NSAMPLES,NMUTS,TAU,H2,PRIOR,COV,LIK,ARI,AMI,FMI,RMSE
1,2,6,25,1,10,Flat,Exp,Bin,1.0,1.0,1.0,3.7218859731648353
1,2,6,25,1,10,Flat,Exp,BBin,1.0,1.0,1.0,3.71713411357447
1,2,6,25,1,10,GP0,Exp,Bin,1.0,1.0,1.0,3.7137894086658267
1,2,6,25,1,10,GP0,Exp,BBin,1.0,1.0,1.0,3.726452747189818
1,2,6,25,1,10,GP0,Mat32,Bin,1.0,1.0,1.0,3.7113378193282047
1,2,6,25,1,10,GP0,Mat32,BBin,1.0,1.0,1.0,3.730042371312207
1,2,6,25,1,10,GP0,Mat52,Bin,1.0,1.0,1.0,3.723673160953393
1,2,6,25,1,10,GP0,Mat52,BBin,1.0,1.0,1.0,3.6989386722295663
1,2,6,25,1,10,GP0,ExpQ,Bin,1.0,1.0,1.0,3.7051779452994387
1,2,6,25,1,10,GP0,ExpQ,BBin,1.0,1.0,1.0,3.698696759739957
