PRIOR,COV,LIK,METRIC,MEDIAN,LOW,HIGH
Flat,Exp,Bin,LPPD,44.99093393098238,31.57070995633414,52.54668928614913
Flat,Exp,Bin,LOSS,255.5546082541225,251.5635197322862,259.3731258896059
Flat,Exp,Bin,LOO,474.62515231352336,425.756568027012,523.4937366000347
Flat,Exp,Bin,WAIC,473.6120314061632,424.71122090407533,522.5128419082512
Flat,Exp,Bin,SLH,0.38675877471962244,0.0,0.0
Flat,Exp,Bin,CHS,9.441871056653238,0.0,0.0
Flat,Exp,Bin,DBS,0.7797549957628944,0.0,0.0
Flat,Exp,BBin,LPPD,66.7970854401108,57.957078782092296,71.47228763810448
Flat,Exp,BBin,LOSS,270.50616394074007,266.4661798694279,274.7109093791434
Flat,Exp,BBin,LOO,479.75172927290964,438.9324513740713,520.571007171748
Flat,Exp,BBin,WAIC,476.96424051724466,436.7501648931658,517.1783161413235
Flat,Exp,BBin,SLH,0.2757563138545879,0.0,0.0
Flat,Exp,BBin,CHS,5.383122978444097,0.0,0.0
Flat,Exp,BBin,DBS,0.5996889357377273,0.0,0.0
GP0,Exp,Bin,LPPD,43.041936697575835,22.665673796682768,54.55268426880144
GP0,Exp,Bin,LOSS,244.30859000065482,238.61316605240228,253.47721413251776
GP0,Exp,Bin,LOO,495.5171678826954,448.02489046881647,543.0094452965743
GP0,Exp,Bin,WAIC,481.0834627247575,439.9811270356699,522.1857984138452
GP0,Exp,Bin,SLH,0.36392089243958975,0.0,0.0
GP0,Exp,Bin,CHS,10.175115696641688,0.0,0.0
GP0,Exp,Bin,DBS,0.8322420216933177,0.0,0.0
GP0,Exp,BBin,LPPD,64.52543009598065,51.03624605490351,69.4493069381529
GP0,Exp,BBin,LOSS,263.4312164999234,257.7591241492301,272.32057073063874
GP0,Exp,BBin,LOO,487.79975213842226,447.1527912425442,528.4467130343004
GP0,Exp,BBin,WAIC,481.3484723588397,442.3426952416281,520.3542494760512
GP0,Exp,BBin,SLH,0.2757563138545879,0.0,0.0
GP0,Exp,BBin,CHS,5.383122978444097,0.0,0.0
GP0,Exp,BBin,DBS,0.5996889357377273,0.0,0.0
GP0,Mat32,Bin,LPPD,54.45762215882663,31.26745714149822,68.66412859257152
GP0,Mat32,Bin,LOSS,244.89298206908717,237.79002339880344,254.68330320925918
GP0,Mat32,Bin,LOO,500.553528390303,443.2144045008603,557.8926522797456
GP0,Mat32,Bin,WAIC,490.97130952141436,436.69002532673613,545.2525937160925
GP0,Mat32,Bin,SLH,0.2757563138545879,0.0,0.0
GP0,Mat32,Bin,CHS,5.383122978444097,0.0,0.0
GP0,Mat32,Bin,DBS,0.5996889357377273,0.0,0.0
GP0,Mat32,BBin,LPPD,63.91728302683396,51.95735659270836,68.7885621825422
GP0,Mat32,BBin,LOSS,262.1354883123336,256.8096050936798,270.16552405138384
GP0,Mat32,BBin,LOO,492.55206377963646,458.0582533115984,527.0458742476745
GP0,Mat32,BBin,WAIC,482.85238824247494,447.3822309994315,518.3225454855184
GP0,Mat32,BBin,SLH,0.2757563138545879,0.0,0.0
GP0,Mat32,BBin,CHS,5.383122978444097,0.0,0.0
GP0,Mat32,BBin,DBS,0.5996889357377273,0.0,0.0
GP0,Mat52,Bin,LPPD,54.91065005102929,31.76767965888794,69.09395300244528
GP0,Mat52,Bin,LOSS,244.37037695738252,237.48922768375212,253.83362412535527
GP0,Mat52,Bin,LOO,497.63394226619994,438.3904015497001,556.8774829826998
GP0,Mat52,Bin,WAIC,488.5394777911022,434.75919140012826,542.3197641820761
GP0,Mat52,Bin,SLH,0.2757563138545879,0.0,0.0
GP0,Mat52,Bin,CHS,5.383122978444097,0.0,0.0
GP0,Mat52,Bin,DBS,0.5996889357377273,0.0,0.0
GP0,Mat52,BBin,LPPD,63.90316466402031,52.37401949527435,68.54852145194626
GP0,Mat52,BBin,LOSS,261.6824586198142,256.68567317371696,269.2422591588502
GP0,Mat52,BBin,LOO,483.19533592605575,445.7171593816554,520.6735124704561
GP0,Mat52,BBin,WAIC,478.5342236137392,440.4531689508055,516.6152782766728
GP0,Mat52,BBin,SLH,0.2592726472310903,0.0,0.0
GP0,Mat52,BBin,CHS,6.074847866718219,0.0,0.0
GP0,Mat52,BBin,DBS,0.6532343917300968,0.0,0.0
GP0,ExpQ,Bin,LPPD,65.47481639140518,47.40498516234631,70.94033459197009
GP0,ExpQ,Bin,LOSS,243.68604518575222,238.64942553015013,250.68559640790758
GP0,ExpQ,Bin,LOO,475.54645951383026,433.17813299330845,517.9147860343521
GP0,ExpQ,Bin,WAIC,468.43326138422043,426.70860453015047,510.1579182382904
GP0,ExpQ,Bin,SLH,0.2592726472310903,0.0,0.0
GP0,ExpQ,Bin,CHS,6.074847866718219,0.0,0.0
GP0,ExpQ,Bin,DBS,0.6532343917300968,0.0,0.0
GP0,ExpQ,BBin,LPPD,64.22593953612653,52.061664374873054,69.06290813249117
GP0,ExpQ,BBin,LOSS,261.32602428539764,256.3456466064698,268.34164484109294
GP0,ExpQ,BBin,LOO,481.2469305004544,447.45489059549243,515.0389704054164
GP0,ExpQ,BBin,WAIC,476.50961416869876,440.2546701409202,512.7645581964773
GP0,ExpQ,BBin,SLH,0.2757563138545879,0.0,0.0
GP0,ExpQ,BBin,CHS,5.383122978444097,0.0,0.0
GP0,ExpQ,BBin,DBS,0.5996889357377273,0.0,0.0
GP1,Exp,Bin,LPPD,43.336035336695645,24.993946731759827,55.08651677987648
GP1,Exp,Bin,LOSS,248.62809154211874,241.78111078393582,259.7661507168663
