PRIOR,COV,LIK,METRIC,MEDIAN,LOW,HIGH
Flat,Exp,Bin,LPPD,79.008781018228,59.54180103423471,87.408247084249
Flat,Exp,Bin,LOSS,287.12627080020866,283.20675675238306,290.90625371974835
Flat,Exp,Bin,LOO,509.63155242462335,447.8536591962786,571.4094456529681
Flat,Exp,Bin,WAIC,506.8613146309485,446.46992492254975,567.2527043393472
Flat,Exp,Bin,SLH,0.4254461401244361,0.0,0.0
Flat,Exp,Bin,CHS,23.642094456625507,0.0,0.0
Flat,Exp,Bin,DBS,0.6636323490251702,0.0,0.0
Flat,Exp,BBin,LPPD,82.69915515899007,69.11935831350168,88.52043546894274
Flat,Exp,BBin,LOSS,294.575075830641,290.29408310864983,299.28489359602156
Flat,Exp,BBin,LOO,525.4956237820209,456.02863230979403,594.9626152542477
Flat,Exp,BBin,WAIC,522.0291054731729,454.60751374802174,589.4506971983241
Flat,Exp,BBin,SLH,0.4286672014110914,0.0,0.0
Flat,Exp,BBin,CHS,23.620559826131878,0.0,0.0
Flat,Exp,BBin,DBS,0.8087159538984331,0.0,0.0
GP0,Exp,Bin,LPPD,77.83928339957436,60.671097939495546,84.74696373723135
GP0,Exp,Bin,LOSS,282.89821606022497,275.96135755239237,294.8918627381053
GP0,Exp,Bin,LOO,546.171484707521,473.68830106831086,618.6546683467311
GP0,Exp,Bin,WAIC,531.0411883104288,467.717677528173,594.3646990926845
GP0,Exp,Bin,SLH,0.4254461401244361,0.0,0.0
GP0,Exp,Bin,CHS,23.642094456625507,0.0,0.0
GP0,Exp,Bin,DBS,0.6636323490251702,0.0,0.0
GP0,Exp,BBin,LPPD,79.42779383077632,65.85899521746106,85.85202449021108
GP0,Exp,BBin,LOSS,293.70641570276797,286.94785129292086,305.25544068030837
GP0,Exp,BBin,LOO,545.6745958935386,477.94962083649193,613.3995709505853
GP0,Exp,BBin,WAIC,536.8963079418473,472.2402713522567,601.5523445314379
GP0,Exp,BBin,SLH,0.5208555201891437,0.0,0.0
GP0,Exp,BBin,CHS,32.54121898035066,0.0,0.0
GP0,Exp,BBin,DBS,0.7385024569563351,0.0,0.0
GP0,Mat32,Bin,LPPD,75.81286260757363,63.13779711443036,82.19021027462695
GP0,Mat32,Bin,LOSS,285.20225833039456,277.75315228804754,298.0680189681901
GP0,Mat32,Bin,LOO,554.4469055068689,472.8062774136193,636.0875336001186
GP0,Mat32,Bin,WAIC,540.0159196139607,467.04462529856755,612.9872139293539
GP0,Mat32,Bin,SLH,0.4254461401244361,0.0,0.0
GP0,Mat32,Bin,CHS,23.642094456625507,0.0,0.0
GP0,Mat32,Bin,DBS,0.6636323490251702,0.0,0.0
GP0,Mat32,BBin,LPPD,79.63261381062331,67.35143053113379,85.46913971184122
GP0,Mat32,BBin,LOSS,292.7402631623727,285.65402417545226,304.3594173655106
GP0,Mat32,BBin,LOO,552.2203039512924,482.5713379129236,621.8692699896612
GP0,Mat32,BBin,WAIC,546.1714922995185,477.2501537679916,615.0928308310454
GP0,Mat32,BBin,SLH,0.5208555201891437,0.0,0.0
GP0,Mat32,BBin,CHS,32.541218980350656,0.0,0.0
GP0,Mat32,BBin,DBS,0.7385024569563354,0.0,0.0
GP0,Mat52,Bin,LPPD,66.5308235292347,47.28320576448806,74.41912365274325
GP0,Mat52,Bin,LOSS,288.4968058427599,280.7465569012133,301.5197274197841
GP0,Mat52,Bin,LOO,571.3751762447104,485.19430231566633,657.5560501737543
GP0,Mat52,Bin,WAIC,558.2057881170631,478.2027017042734,638.2088745298528
GP0,Mat52,Bin,SLH,0.5208555201891437,0.0,0.0
GP0,Mat52,Bin,CHS,32.541218980350656,0.0,0.0
GP0,Mat52,Bin,DBS,0.7385024569563354,0.0,0.0
GP0,Mat52,BBin,LPPD,74.5829159175484,49.98300726482564,83.25593994703941
GP0,Mat52,BBin,LOSS,298.92767928892647,291.54590298342737,310.33694471096675
GP0,Mat52,BBin,LOO,557.3833957402716,496.70368359339585,618.0631078871473
GP0,Mat52,BBin,WAIC,550.922767705123,491.2063111044254,610.6392243058206
GP0,Mat52,BBin,SLH,0.5208555201891437,0.0,0.0
GP0,Mat52,BBin,CHS,32.54121898035066,0.0,0.0
GP0,Mat52,BBin,DBS,0.7385024569563351,0.0,0.0
GP0,ExpQ,Bin,LPPD,74.28571031530944,56.97486342293252,81.67030250505624
GP0,ExpQ,Bin,LOSS,290.33170948318946,282.9962807279575,302.8444961085604
GP0,ExpQ,Bin,LOO,549.8237764081836,474.5567341256141,625.0908186907529
GP0,ExpQ,Bin,WAIC,541.716984042772,470.56176421786404,612.8722038676799
GP0,ExpQ,Bin,SLH,0.4254461401244361,0.0,0.0
GP0,ExpQ,Bin,CHS,23.642094456625507,0.0,0.0
GP0,ExpQ,Bin,DBS,0.6636323490251702,0.0,0.0
GP0,ExpQ,BBin,LPPD,79.77411192217845,66.80472528804803,85.48827852986939
